gene,gene_description
GPR132,G protein-coupled receptor 132 [Source:HGNC Symbol;Acc:HGNC:17482]
THRA,thyroid hormone receptor alpha [Source:HGNC Symbol;Acc:HGNC:11796]
CCRL2,C-C motif chemokine receptor like 2 [Source:HGNC Symbol;Acc:HGNC:1612]
SNX20,sorting nexin 20 [Source:HGNC Symbol;Acc:HGNC:30390]
CCND1,cyclin D1 [Source:HGNC Symbol;Acc:HGNC:1582]
PIK3C2B,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta [Source:HGNC Symbol;Acc:HGNC:8972]
VARS,valyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:12651]
NAGK,N-acetylglucosamine kinase [Source:HGNC Symbol;Acc:HGNC:17174]
SLC11A2,solute carrier family 11 member 2 [Source:HGNC Symbol;Acc:HGNC:10908]
RASGRP4,RAS guanyl releasing protein 4 [Source:HGNC Symbol;Acc:HGNC:18958]
RAB3D,"RAB3D, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9779]"
LONRF3,LON peptidase N-terminal domain and ring finger 3 [Source:HGNC Symbol;Acc:HGNC:21152]
NCR3LG1,natural killer cell cytotoxicity receptor 3 ligand 1 [Source:HGNC Symbol;Acc:HGNC:42400]
IL1RN,interleukin 1 receptor antagonist [Source:HGNC Symbol;Acc:HGNC:6000]
LINC00847,long intergenic non-protein coding RNA 847 [Source:HGNC Symbol;Acc:HGNC:45050]
NXPE3,neurexophilin and PC-esterase domain family member 3 [Source:HGNC Symbol;Acc:HGNC:28238]
FCER1G,Fc fragment of IgE receptor Ig [Source:HGNC Symbol;Acc:HGNC:3611]
LRRC8C,leucine rich repeat containing 8 VRAC subunit C [Source:HGNC Symbol;Acc:HGNC:25075]
RASGRP2,RAS guanyl releasing protein 2 [Source:HGNC Symbol;Acc:HGNC:9879]
IRAK3,interleukin 1 receptor associated kinase 3 [Source:HGNC Symbol;Acc:HGNC:17020]
CSTB,cystatin B [Source:HGNC Symbol;Acc:HGNC:2482]
PADI2,peptidyl arginine deiminase 2 [Source:HGNC Symbol;Acc:HGNC:18341]
MPO,myeloperoxidase [Source:HGNC Symbol;Acc:HGNC:7218]
INPP5D,inositol polyphosphate-5-phosphatase D [Source:HGNC Symbol;Acc:HGNC:6079]
MITF,melanogenesis associated transcription factor [Source:HGNC Symbol;Acc:HGNC:7105]
NUP188,nucleoporin 188 [Source:HGNC Symbol;Acc:HGNC:17859]
EPB41L3,erythrocyte membrane protein band 4.1 like 3 [Source:HGNC Symbol;Acc:HGNC:3380]
AP1S2,adaptor related protein complex 1 subunit sigma 2 [Source:HGNC Symbol;Acc:HGNC:560]
IRF1,interferon regulatory factor 1 [Source:HGNC Symbol;Acc:HGNC:6116]
SLC9A3R1,SLC9A3 regulator 1 [Source:HGNC Symbol;Acc:HGNC:11075]
FAM129A,family with sequence similarity 129 member A [Source:HGNC Symbol;Acc:HGNC:16784]
TSPAN9,tetraspanin 9 [Source:HGNC Symbol;Acc:HGNC:21640]
LDLRAD4,low density lipoprotein receptor class A domain containing 4 [Source:HGNC Symbol;Acc:HGNC:1224]
MEF2C,myocyte enhancer factor 2C [Source:HGNC Symbol;Acc:HGNC:6996]
PXN,paxillin [Source:HGNC Symbol;Acc:HGNC:9718]
GTF2IRD1,GTF2I repeat domain containing 1 [Source:HGNC Symbol;Acc:HGNC:4661]
VEGFB,vascular endothelial growth factor B [Source:HGNC Symbol;Acc:HGNC:12681]
AKR1A1,aldo-keto reductase family 1 member A1 [Source:HGNC Symbol;Acc:HGNC:380]
TMOD2,tropomodulin 2 [Source:HGNC Symbol;Acc:HGNC:11872]
TNF,tumor necrosis factor [Source:HGNC Symbol;Acc:HGNC:11892]
ATP1B3,ATPase Na+/K+ transporting subunit beta 3 [Source:HGNC Symbol;Acc:HGNC:806]
MEGF6,multiple EGF like domains 6 [Source:HGNC Symbol;Acc:HGNC:3232]
WDFY4,WDFY family member 4 [Source:HGNC Symbol;Acc:HGNC:29323]
PLPPR2,phospholipid phosphatase related 2 [Source:HGNC Symbol;Acc:HGNC:29566]
LPIN1,lipin 1 [Source:HGNC Symbol;Acc:HGNC:13345]
PLXDC2,plexin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21013]
MRTO4,"MRT4 homolog, ribosome maturation factor [Source:HGNC Symbol;Acc:HGNC:18477]"
CYP1A1,cytochrome P450 family 1 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2595]
RTN3,reticulon 3 [Source:HGNC Symbol;Acc:HGNC:10469]
FKBP15,FK506 binding protein 15 [Source:HGNC Symbol;Acc:HGNC:23397]
CYFIP2,cytoplasmic FMR1 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:13760]
NLRC5,NLR family CARD domain containing 5 [Source:HGNC Symbol;Acc:HGNC:29933]
GATA2-AS1,GATA2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51108]
TXN,thioredoxin [Source:HGNC Symbol;Acc:HGNC:12435]
FST,follistatin [Source:HGNC Symbol;Acc:HGNC:3971]
CITED2,Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2 [Source:HGNC Symbol;Acc:HGNC:1987]
JAKMIP2,janus kinase and microtubule interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:29067]
SSBP2,single stranded DNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:15831]
TNFRSF4,TNF receptor superfamily member 4 [Source:HGNC Symbol;Acc:HGNC:11918]
SEMA4B,semaphorin 4B [Source:HGNC Symbol;Acc:HGNC:10730]
GPR137B,G protein-coupled receptor 137B [Source:HGNC Symbol;Acc:HGNC:11862]
LBR,lamin B receptor [Source:HGNC Symbol;Acc:HGNC:6518]
C2CD2L,C2CD2 like [Source:HGNC Symbol;Acc:HGNC:29000]
PRNP,prion protein [Source:HGNC Symbol;Acc:HGNC:9449]
IL1B,interleukin 1 beta [Source:HGNC Symbol;Acc:HGNC:5992]
ABHD12,abhydrolase domain containing 12 [Source:HGNC Symbol;Acc:HGNC:15868]
STXBP1,syntaxin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:11444]
CTSZ,cathepsin Z [Source:HGNC Symbol;Acc:HGNC:2547]
OSGIN1,oxidative stress induced growth inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:30093]
ARHGAP25,Rho GTPase activating protein 25 [Source:HGNC Symbol;Acc:HGNC:28951]
FAM117A,family with sequence similarity 117 member A [Source:HGNC Symbol;Acc:HGNC:24179]
ADRB2,adrenoceptor beta 2 [Source:HGNC Symbol;Acc:HGNC:286]
SH3KBP1,SH3 domain containing kinase binding protein 1 [Source:HGNC Symbol;Acc:HGNC:13867]
RENBP,renin binding protein [Source:HGNC Symbol;Acc:HGNC:9959]
WARS,tryptophanyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:12729]
KIF3C,kinesin family member 3C [Source:HGNC Symbol;Acc:HGNC:6321]
ABCA7,ATP binding cassette subfamily A member 7 [Source:HGNC Symbol;Acc:HGNC:37]
LONRF2,LON peptidase N-terminal domain and ring finger 2 [Source:HGNC Symbol;Acc:HGNC:24788]
FAM30A,family with sequence similarity 30 member A [Source:HGNC Symbol;Acc:HGNC:19955]
TENT5A,terminal nucleotidyltransferase 5A [Source:HGNC Symbol;Acc:HGNC:18345]
FCGR2B,Fc fragment of IgG receptor IIb [Source:HGNC Symbol;Acc:HGNC:3618]
MEFV,"MEFV, pyrin innate immunity regulator [Source:HGNC Symbol;Acc:HGNC:6998]"
SESN1,sestrin 1 [Source:HGNC Symbol;Acc:HGNC:21595]
UXS1,UDP-glucuronate decarboxylase 1 [Source:HGNC Symbol;Acc:HGNC:17729]
BTG1,BTG anti-proliferation factor 1 [Source:HGNC Symbol;Acc:HGNC:1130]
TNFRSF14-AS1,TNFRSF14 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:26966]
SIPA1L3,signal induced proliferation associated 1 like 3 [Source:HGNC Symbol;Acc:HGNC:23801]
FAM43A,family with sequence similarity 43 member A [Source:HGNC Symbol;Acc:HGNC:26888]
ALOX5,arachidonate 5-lipoxygenase [Source:HGNC Symbol;Acc:HGNC:435]
KIAA1147,KIAA1147 [Source:HGNC Symbol;Acc:HGNC:29472]
GRN,granulin precursor [Source:HGNC Symbol;Acc:HGNC:4601]
CHPT1,choline phosphotransferase 1 [Source:HGNC Symbol;Acc:HGNC:17852]
STARD9,StAR related lipid transfer domain containing 9 [Source:HGNC Symbol;Acc:HGNC:19162]
SYTL3,synaptotagmin like 3 [Source:HGNC Symbol;Acc:HGNC:15587]
NCF1C,neutrophil cytosolic factor 1C pseudogene [Source:HGNC Symbol;Acc:HGNC:32523]
SLC44A2,solute carrier family 44 member 2 [Source:HGNC Symbol;Acc:HGNC:17292]
ATP6AP1,ATPase H+ transporting accessory protein 1 [Source:HGNC Symbol;Acc:HGNC:868]
DUSP5,dual specificity phosphatase 5 [Source:HGNC Symbol;Acc:HGNC:3071]
ACP5,"acid phosphatase 5, tartrate resistant [Source:HGNC Symbol;Acc:HGNC:124]"
PSTPIP2,proline-serine-threonine phosphatase interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:9581]
DAPP1,dual adaptor of phosphotyrosine and 3-phosphoinositides 1 [Source:HGNC Symbol;Acc:HGNC:16500]
SEL1L3,SEL1L family member 3 [Source:HGNC Symbol;Acc:HGNC:29108]
HIVEP2,human immunodeficiency virus type I enhancer binding protein 2 [Source:HGNC Symbol;Acc:HGNC:4921]
KIAA1211,KIAA1211 [Source:HGNC Symbol;Acc:HGNC:29219]
RTCA,RNA 3'-terminal phosphate cyclase [Source:HGNC Symbol;Acc:HGNC:17981]
IL1A,interleukin 1 alpha [Source:HGNC Symbol;Acc:HGNC:5991]
ZYX,zyxin [Source:HGNC Symbol;Acc:HGNC:13200]
AGO4,"argonaute 4, RISC catalytic component [Source:HGNC Symbol;Acc:HGNC:18424]"
IL2RG,interleukin 2 receptor subunit gamma [Source:HGNC Symbol;Acc:HGNC:6010]
FRRS1,ferric chelate reductase 1 [Source:HGNC Symbol;Acc:HGNC:27622]
SNTB1,syntrophin beta 1 [Source:HGNC Symbol;Acc:HGNC:11168]
TRERF1,transcriptional regulating factor 1 [Source:HGNC Symbol;Acc:HGNC:18273]
TLR4,toll like receptor 4 [Source:HGNC Symbol;Acc:HGNC:11850]
ITGB1,integrin subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:6153]
ARL8B,ADP ribosylation factor like GTPase 8B [Source:HGNC Symbol;Acc:HGNC:25564]
PALD1,"phosphatase domain containing, paladin 1 [Source:HGNC Symbol;Acc:HGNC:23530]"
MAPK14,mitogen-activated protein kinase 14 [Source:HGNC Symbol;Acc:HGNC:6876]
NDFIP2,Nedd4 family interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:18537]
A2ML1,alpha-2-macroglobulin like 1 [Source:HGNC Symbol;Acc:HGNC:23336]
CD52,CD52 molecule [Source:HGNC Symbol;Acc:HGNC:1804]
PIK3R3,phosphoinositide-3-kinase regulatory subunit 3 [Source:HGNC Symbol;Acc:HGNC:8981]
CD101,CD101 molecule [Source:HGNC Symbol;Acc:HGNC:5949]
CD4,CD4 molecule [Source:HGNC Symbol;Acc:HGNC:1678]
SH3BGRL3,SH3 domain binding glutamate rich protein like 3 [Source:HGNC Symbol;Acc:HGNC:15568]
HMGA1,high mobility group AT-hook 1 [Source:HGNC Symbol;Acc:HGNC:5010]
ANXA5,annexin A5 [Source:HGNC Symbol;Acc:HGNC:543]
CRLF3,cytokine receptor like factor 3 [Source:HGNC Symbol;Acc:HGNC:17177]
WDR1,WD repeat domain 1 [Source:HGNC Symbol;Acc:HGNC:12754]
RHOQ,ras homolog family member Q [Source:HGNC Symbol;Acc:HGNC:17736]
TMC8,transmembrane channel like 8 [Source:HGNC Symbol;Acc:HGNC:20474]
PHC1P1,polyhomeotic homolog 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:34502]
MT2A,metallothionein 2A [Source:HGNC Symbol;Acc:HGNC:7406]
SEH1L,SEH1 like nucleoporin [Source:HGNC Symbol;Acc:HGNC:30379]
SLC43A2,solute carrier family 43 member 2 [Source:HGNC Symbol;Acc:HGNC:23087]
RAC2,Rac family small GTPase 2 [Source:HGNC Symbol;Acc:HGNC:9802]
IGSF6,immunoglobulin superfamily member 6 [Source:HGNC Symbol;Acc:HGNC:5953]
MYO10,myosin X [Source:HGNC Symbol;Acc:HGNC:7593]
LRP8,LDL receptor related protein 8 [Source:HGNC Symbol;Acc:HGNC:6700]
NFKBID,NFKB inhibitor delta [Source:HGNC Symbol;Acc:HGNC:15671]
RFLNB,refilin B [Source:HGNC Symbol;Acc:HGNC:28705]
RGS18,regulator of G protein signaling 18 [Source:HGNC Symbol;Acc:HGNC:14261]
RAB3C,"RAB3C, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:30269]"
TLR1,toll like receptor 1 [Source:HGNC Symbol;Acc:HGNC:11847]
GCLC,glutamate-cysteine ligase catalytic subunit [Source:HGNC Symbol;Acc:HGNC:4311]
CFP,complement factor properdin [Source:HGNC Symbol;Acc:HGNC:8864]
MCF2L,MCF.2 cell line derived transforming sequence like [Source:HGNC Symbol;Acc:HGNC:14576]
SPECC1,sperm antigen with calponin homology and coiled-coil domains 1 [Source:HGNC Symbol;Acc:HGNC:30615]
CD1E,CD1e molecule [Source:HGNC Symbol;Acc:HGNC:1638]
FAF1,Fas associated factor 1 [Source:HGNC Symbol;Acc:HGNC:3578]
SELPLG,selectin P ligand [Source:HGNC Symbol;Acc:HGNC:10722]
LRRK1,leucine rich repeat kinase 1 [Source:HGNC Symbol;Acc:HGNC:18608]
ACTR3,ARP3 actin related protein 3 homolog [Source:HGNC Symbol;Acc:HGNC:170]
VASH1,vasohibin 1 [Source:HGNC Symbol;Acc:HGNC:19964]
CNNM2,cyclin and CBS domain divalent metal cation transport mediator 2 [Source:HGNC Symbol;Acc:HGNC:103]
TMEM173,transmembrane protein 173 [Source:HGNC Symbol;Acc:HGNC:27962]
RMND5A,required for meiotic nuclear division 5 homolog A [Source:HGNC Symbol;Acc:HGNC:25850]
PEBP1,phosphatidylethanolamine binding protein 1 [Source:HGNC Symbol;Acc:HGNC:8630]
PLXNB2,plexin B2 [Source:HGNC Symbol;Acc:HGNC:9104]
AARS,alanyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:20]
DBF4,DBF4 zinc finger [Source:HGNC Symbol;Acc:HGNC:17364]
C5AR1,complement C5a receptor 1 [Source:HGNC Symbol;Acc:HGNC:1338]
COPRS,coordinator of PRMT5 and differentiation stimulator [Source:HGNC Symbol;Acc:HGNC:28848]
CASP1,caspase 1 [Source:HGNC Symbol;Acc:HGNC:1499]
HMGXB3,HMG-box containing 3 [Source:HGNC Symbol;Acc:HGNC:28982]
FLCN,folliculin [Source:HGNC Symbol;Acc:HGNC:27310]
ACER3,alkaline ceramidase 3 [Source:HGNC Symbol;Acc:HGNC:16066]
MGAM,maltase-glucoamylase [Source:HGNC Symbol;Acc:HGNC:7043]
CD244,CD244 molecule [Source:HGNC Symbol;Acc:HGNC:18171]
GREB1,growth regulating estrogen receptor binding 1 [Source:HGNC Symbol;Acc:HGNC:24885]
TRIM22,tripartite motif containing 22 [Source:HGNC Symbol;Acc:HGNC:16379]
RAPGEF2,Rap guanine nucleotide exchange factor 2 [Source:HGNC Symbol;Acc:HGNC:16854]
RPL23,ribosomal protein L23 [Source:HGNC Symbol;Acc:HGNC:10316]
NBEAL2,neurobeachin like 2 [Source:HGNC Symbol;Acc:HGNC:31928]
S1PR4,sphingosine-1-phosphate receptor 4 [Source:HGNC Symbol;Acc:HGNC:3170]
CCL3L1,C-C motif chemokine ligand 3 like 1 [Source:HGNC Symbol;Acc:HGNC:10628]
MAP3K1,mitogen-activated protein kinase kinase kinase 1 [Source:HGNC Symbol;Acc:HGNC:6848]
ATP6V1F,ATPase H+ transporting V1 subunit F [Source:HGNC Symbol;Acc:HGNC:16832]
ABCA1,ATP binding cassette subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:29]
PDP2,pyruvate dehyrogenase phosphatase catalytic subunit 2 [Source:HGNC Symbol;Acc:HGNC:30263]
CD55,CD55 molecule (Cromer blood group) [Source:HGNC Symbol;Acc:HGNC:2665]
PREX1,"phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:32594]"
RRN3P1,"RRN3 homolog, RNA polymerase I transcription factor pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:30548]"
DHX15,DEAH-box helicase 15 [Source:HGNC Symbol;Acc:HGNC:2738]
PDLIM7,PDZ and LIM domain 7 [Source:HGNC Symbol;Acc:HGNC:22958]
SH3BP2,SH3 domain binding protein 2 [Source:HGNC Symbol;Acc:HGNC:10825]
TNRC6C-AS1,TNRC6C antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44360]
AREG,amphiregulin [Source:HGNC Symbol;Acc:HGNC:651]
HNRNPA1,heterogeneous nuclear ribonucleoprotein A1 [Source:HGNC Symbol;Acc:HGNC:5031]
CDK4,cyclin dependent kinase 4 [Source:HGNC Symbol;Acc:HGNC:1773]
SMAP2,small ArfGAP2 [Source:HGNC Symbol;Acc:HGNC:25082]
ITGB7,integrin subunit beta 7 [Source:HGNC Symbol;Acc:HGNC:6162]
BNIP3L,BCL2 interacting protein 3 like [Source:HGNC Symbol;Acc:HGNC:1085]
KCNJ2,potassium voltage-gated channel subfamily J member 2 [Source:HGNC Symbol;Acc:HGNC:6263]
MANSC1,MANSC domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25505]
FCGRT,Fc fragment of IgG receptor and transporter [Source:HGNC Symbol;Acc:HGNC:3621]
SGPP1,sphingosine-1-phosphate phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:17720]
C16orf54,chromosome 16 open reading frame 54 [Source:HGNC Symbol;Acc:HGNC:26649]
RPS5,ribosomal protein S5 [Source:HGNC Symbol;Acc:HGNC:10426]
PDGFA,platelet derived growth factor subunit A [Source:HGNC Symbol;Acc:HGNC:8799]
AHR,aryl hydrocarbon receptor [Source:HGNC Symbol;Acc:HGNC:348]
RASD2,RASD family member 2 [Source:HGNC Symbol;Acc:HGNC:18229]
AMDHD2,amidohydrolase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24262]
PIK3CG,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma [Source:HGNC Symbol;Acc:HGNC:8978]"
TBC1D9B,TBC1 domain family member 9B [Source:HGNC Symbol;Acc:HGNC:29097]
LINC01215,long intergenic non-protein coding RNA 1215 [Source:HGNC Symbol;Acc:HGNC:49651]
KRT3,keratin 3 [Source:HGNC Symbol;Acc:HGNC:6440]
SIPA1,signal-induced proliferation-associated 1 [Source:HGNC Symbol;Acc:HGNC:10885]
IL17RA,interleukin 17 receptor A [Source:HGNC Symbol;Acc:HGNC:5985]
TNFAIP2,TNF alpha induced protein 2 [Source:HGNC Symbol;Acc:HGNC:11895]
SLC7A5,solute carrier family 7 member 5 [Source:HGNC Symbol;Acc:HGNC:11063]
WSB2,WD repeat and SOCS box containing 2 [Source:HGNC Symbol;Acc:HGNC:19222]
OSCAR,"osteoclast associated, immunoglobulin-like receptor [Source:HGNC Symbol;Acc:HGNC:29960]"
ABTB2,ankyrin repeat and BTB domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23842]
ZFP36,ZFP36 ring finger protein [Source:HGNC Symbol;Acc:HGNC:12862]
IL18RAP,interleukin 18 receptor accessory protein [Source:HGNC Symbol;Acc:HGNC:5989]
PQLC2,PQ loop repeat containing 2 [Source:HGNC Symbol;Acc:HGNC:26001]
TEF,"TEF, PAR bZIP transcription factor [Source:HGNC Symbol;Acc:HGNC:11722]"
OTOAP1,OTOA pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:53869]
FTL,ferritin light chain [Source:HGNC Symbol;Acc:HGNC:3999]
LPAR1,lysophosphatidic acid receptor 1 [Source:HGNC Symbol;Acc:HGNC:3166]
FUCA1,alpha-L-fucosidase 1 [Source:HGNC Symbol;Acc:HGNC:4006]
S100A12,S100 calcium binding protein A12 [Source:HGNC Symbol;Acc:HGNC:10489]
LDLR,low density lipoprotein receptor [Source:HGNC Symbol;Acc:HGNC:6547]
IL12RB2,interleukin 12 receptor subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:5972]
TRAP1,TNF receptor associated protein 1 [Source:HGNC Symbol;Acc:HGNC:16264]
WAS,Wiskott-Aldrich syndrome [Source:HGNC Symbol;Acc:HGNC:12731]
CYLD,CYLD lysine 63 deubiquitinase [Source:HGNC Symbol;Acc:HGNC:2584]
FBN2,fibrillin 2 [Source:HGNC Symbol;Acc:HGNC:3604]
OSTM1,osteopetrosis associated transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:21652]
MYCL,"MYCL proto-oncogene, bHLH transcription factor [Source:HGNC Symbol;Acc:HGNC:7555]"
ERBIN,erbb2 interacting protein [Source:HGNC Symbol;Acc:HGNC:15842]
NCF1,neutrophil cytosolic factor 1 [Source:HGNC Symbol;Acc:HGNC:7660]
PMP22,peripheral myelin protein 22 [Source:HGNC Symbol;Acc:HGNC:9118]
PDE4B,phosphodiesterase 4B [Source:HGNC Symbol;Acc:HGNC:8781]
FLI1,"Fli-1 proto-oncogene, ETS transcription factor [Source:HGNC Symbol;Acc:HGNC:3749]"
SLC45A3,solute carrier family 45 member 3 [Source:HGNC Symbol;Acc:HGNC:8642]
ARHGEF3,Rho guanine nucleotide exchange factor 3 [Source:HGNC Symbol;Acc:HGNC:683]
RPS6KA2,ribosomal protein S6 kinase A2 [Source:HGNC Symbol;Acc:HGNC:10431]
BX640514.2,novel transcript
AGTRAP,angiotensin II receptor associated protein [Source:HGNC Symbol;Acc:HGNC:13539]
NAAA,N-acylethanolamine acid amidase [Source:HGNC Symbol;Acc:HGNC:736]
RHOBTB3,Rho related BTB domain containing 3 [Source:HGNC Symbol;Acc:HGNC:18757]
MFSD2A,major facilitator superfamily domain containing 2A [Source:HGNC Symbol;Acc:HGNC:25897]
CKAP4,cytoskeleton associated protein 4 [Source:HGNC Symbol;Acc:HGNC:16991]
ADRB1,adrenoceptor beta 1 [Source:HGNC Symbol;Acc:HGNC:285]
LGALS3BP,galectin 3 binding protein [Source:HGNC Symbol;Acc:HGNC:6564]
AC107068.1,novel transcript
KCTD12,potassium channel tetramerization domain containing 12 [Source:HGNC Symbol;Acc:HGNC:14678]
AKAP1,A-kinase anchoring protein 1 [Source:HGNC Symbol;Acc:HGNC:367]
TGFA,transforming growth factor alpha [Source:HGNC Symbol;Acc:HGNC:11765]
IMPDH1,inosine monophosphate dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:6052]
RANBP2,RAN binding protein 2 [Source:HGNC Symbol;Acc:HGNC:9848]
FILIP1L,filamin A interacting protein 1 like [Source:HGNC Symbol;Acc:HGNC:24589]
MPPE1,metallophosphoesterase 1 [Source:HGNC Symbol;Acc:HGNC:15988]
EEF1A1,eukaryotic translation elongation factor 1 alpha 1 [Source:HGNC Symbol;Acc:HGNC:3189]
SLC43A3,solute carrier family 43 member 3 [Source:HGNC Symbol;Acc:HGNC:17466]
HSPA9,heat shock protein family A (Hsp70) member 9 [Source:HGNC Symbol;Acc:HGNC:5244]
GATAD1,GATA zinc finger domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29941]
RPS6,ribosomal protein S6 [Source:HGNC Symbol;Acc:HGNC:10429]
MAPKAP1,mitogen-activated protein kinase associated protein 1 [Source:HGNC Symbol;Acc:HGNC:18752]
CCT2,chaperonin containing TCP1 subunit 2 [Source:HGNC Symbol;Acc:HGNC:1615]
UTP4,"UTP4, small subunit processome component [Source:HGNC Symbol;Acc:HGNC:1983]"
STRBP,spermatid perinuclear RNA binding protein [Source:HGNC Symbol;Acc:HGNC:16462]
SLC25A5,solute carrier family 25 member 5 [Source:HGNC Symbol;Acc:HGNC:10991]
FNDC3B,fibronectin type III domain containing 3B [Source:HGNC Symbol;Acc:HGNC:24670]
STAP1,signal transducing adaptor family member 1 [Source:HGNC Symbol;Acc:HGNC:24133]
RNF135,ring finger protein 135 [Source:HGNC Symbol;Acc:HGNC:21158]
PPRC1,"peroxisome proliferator-activated receptor gamma, coactivator-related 1 [Source:HGNC Symbol;Acc:HGNC:30025]"
9-Sep,septin 9 [Source:HGNC Symbol;Acc:HGNC:7323]
THEMIS2,thymocyte selection associated family member 2 [Source:HGNC Symbol;Acc:HGNC:16839]
ARHGAP12,Rho GTPase activating protein 12 [Source:HGNC Symbol;Acc:HGNC:16348]
FOXRED2,FAD dependent oxidoreductase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:26264]
RPL5,ribosomal protein L5 [Source:HGNC Symbol;Acc:HGNC:10360]
RPL12,ribosomal protein L12 [Source:HGNC Symbol;Acc:HGNC:10302]
GNG2,G protein subunit gamma 2 [Source:HGNC Symbol;Acc:HGNC:4404]
CCDC93,coiled-coil domain containing 93 [Source:HGNC Symbol;Acc:HGNC:25611]
CCP110,centriolar coiled-coil protein 110 [Source:HGNC Symbol;Acc:HGNC:24342]
SIGIRR,single Ig and TIR domain containing [Source:HGNC Symbol;Acc:HGNC:30575]
TSPYL1,TSPY like 1 [Source:HGNC Symbol;Acc:HGNC:12382]
TANC2,"tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2 [Source:HGNC Symbol;Acc:HGNC:30212]"
ETF1,eukaryotic translation termination factor 1 [Source:HGNC Symbol;Acc:HGNC:3477]
SH2B3,SH2B adaptor protein 3 [Source:HGNC Symbol;Acc:HGNC:29605]
WDTC1,WD and tetratricopeptide repeats 1 [Source:HGNC Symbol;Acc:HGNC:29175]
TNFRSF21,TNF receptor superfamily member 21 [Source:HGNC Symbol;Acc:HGNC:13469]
RABGGTB,Rab geranylgeranyltransferase subunit beta [Source:HGNC Symbol;Acc:HGNC:9796]
FGFRL1,fibroblast growth factor receptor like 1 [Source:HGNC Symbol;Acc:HGNC:3693]
SEMA7A,semaphorin 7A (John Milton Hagen blood group) [Source:HGNC Symbol;Acc:HGNC:10741]
CD164,CD164 molecule [Source:HGNC Symbol;Acc:HGNC:1632]
MAT2A,methionine adenosyltransferase 2A [Source:HGNC Symbol;Acc:HGNC:6904]
IL27RA,interleukin 27 receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:17290]
HM13,histocompatibility minor 13 [Source:HGNC Symbol;Acc:HGNC:16435]
ENO2,enolase 2 [Source:HGNC Symbol;Acc:HGNC:3353]
DENND1A,DENN domain containing 1A [Source:HGNC Symbol;Acc:HGNC:29324]
RBM3,RNA binding motif protein 3 [Source:HGNC Symbol;Acc:HGNC:9900]
AC004847.1,"novel transcript, overlapping MYO1G"
RPS6KA3,ribosomal protein S6 kinase A3 [Source:HGNC Symbol;Acc:HGNC:10432]
HECA,"hdc homolog, cell cycle regulator [Source:HGNC Symbol;Acc:HGNC:21041]"
EHD1,EH domain containing 1 [Source:HGNC Symbol;Acc:HGNC:3242]
SEMA4A,semaphorin 4A [Source:HGNC Symbol;Acc:HGNC:10729]
